id,name,sex,class,date,japanese,math,english,science,social,total,average,animal,tea
S0966,山田 桃子,女,1-D,2024-11,52,50,61,41,53,257,51.4,猫派,抹茶
S0967,中川 洋介,男,3-B,2024-11,100,98,89,94,91,472,94.4,犬派,玉露
S0968,西村 聡太郎,男,3-A,2024-11,88,76,100,94,74,432,86.4,猫派,玉露
S0969,伊藤 裕太,男,2-C,2024-11,63,73,56,58,73,323,64.6,犬派,抹茶
S0970,清水 洋介,男,3-B,2024-11,58,84,63,72,74,351,70.2,犬派,抹茶
S0971,松本 桃子,女,3-D,2024-11,56,52,68,46,57,279,55.8,猫派,抹茶
S0972,小林 英樹,男,1-A,2024-11,85,68,62,70,60,345,69,猫派,抹茶
S0973,中村 聡太郎,男,1-D,2024-11,66,67,76,80,73,362,72.4,犬派,抹茶
S0974,高橋 加奈,女,2-C,2024-11,59,63,68,75,52,317,63.4,犬派,抹茶
S0975,渡辺 亮介,男,1-C,2024-11,53,31,55,63,76,278,55.6,猫派,抹茶
S0976,福田 涼平,男,1-C,2024-11,79,71,87,66,74,377,75.4,猫派,抹茶
S0977,佐藤 洋介,男,3-C,2024-11,82,71,65,89,81,388,77.6,犬派,抹茶
S0978,鈴木 健一,男,3-B,2024-11,80,79,74,77,65,375,75,犬派,抹茶
S0979,松本 桃子,女,2-A,2024-11,62,78,85,70,79,374,74.8,猫派,抹茶
S0980,高橋 陽一,男,2-D,2024-11,65,85,77,57,75,359,71.8,猫派,抹茶
S0981,田中 晃,男,1-D,2024-11,91,85,86,90,79,431,86.2,犬派,玉露
S0982,松本 翼,男,3-A,2024-11,100,100,76,92,100,468,93.6,犬派,玉露
S0983,佐藤 桃子,女,2-B,2024-11,55,44,64,53,54,270,54,猫派,抹茶
S0984,小林 あすか,女,3-D,2024-11,68,53,60,56,43,280,56,猫派,抹茶
S0985,山田 真綾,女,3-B,2024-11,43,56,25,64,53,241,48.2,犬派,煎茶
S0986,中川 千代,女,1-A,2024-11,71,81,60,77,75,364,72.8,犬派,抹茶
S0987,中島 充,男,1-C,2024-11,93,97,96,91,100,477,95.4,猫派,玉露
S0988,加藤 智也,男,1-A,2024-11,40,57,48,57,61,263,52.6,犬派,抹茶
S0989,佐藤 陽子,女,3-C,2024-11,72,51,77,74,90,364,72.8,猫派,抹茶
S0990,小林 桃子,女,2-D,2024-11,72,97,74,95,100,438,87.6,犬派,玉露
S0991,松田 拓真,男,3-B,2024-11,94,100,100,100,81,475,95,犬派,玉露
S0992,高橋 美加子,女,1-C,2024-11,78,72,63,70,81,364,72.8,猫派,抹茶
S0993,松本 翔太,男,3-B,2024-11,80,73,80,54,75,362,72.4,猫派,抹茶
S0994,小川 英樹,男,3-C,2024-11,64,52,67,83,65,331,66.2,犬派,抹茶
S0995,田中 明美,女,3-A,2024-11,95,61,75,86,66,383,76.6,猫派,抹茶
S0996,佐々木 結衣,女,3-D,2024-11,84,72,81,82,76,395,79,猫派,抹茶
S0997,山本 京助,男,1-B,2024-11,41,30,51,51,33,206,41.2,猫派,煎茶
S0998,松本 浩,男,2-A,2024-11,57,67,64,76,55,319,63.8,犬派,抹茶
S0999,伊藤 美加子,女,3-A,2024-11,97,83,71,63,95,409,81.8,猫派,玉露
S1000,後藤 舞,女,3-B,2024-11,100,88,88,100,100,476,95.2,猫派,玉露
S0001,伊藤 浩,男,1-C,2024-12,78,65,60,49,67,319,63.8,猫派,抹茶
S0002,山下 学,男,1-B,2024-12,82,94,93,85,71,425,85,犬派,玉露
S0003,吉田 治,男,3-A,2024-12,38,67,40,55,38,238,47.6,犬派,煎茶
S0004,渡辺 花子,女,1-A,2024-12,83,98,79,100,100,460,92,犬派,玉露
S0005,鈴木 裕太,男,1-B,2024-12,69,78,64,81,73,365,73,犬派,抹茶
S0006,田中 陽一,男,3-B,2024-12,64,48,43,48,39,242,48.4,猫派,煎茶
S0007,村上 さゆり,女,1-D,2024-12,75,74,73,61,59,342,68.4,猫派,抹茶
S0008,中村 明美,女,1-B,2024-12,83,68,73,79,74,377,75.4,猫派,抹茶
S0009,清水 桃子,女,2-C,2024-12,74,72,98,93,88,425,85,猫派,玉露
S0010,三浦 修平,男,1-C,2024-12,69,66,67,64,70,336,67.2,猫派,抹茶
S0011,渡辺 稔,男,1-D,2024-12,92,88,83,88,95,446,89.2,猫派,玉露
S0012,藤井 充,男,2-C,2024-12,64,72,75,66,72,349,69.8,猫派,抹茶
S0013,林 加奈,女,1-D,2024-12,57,72,63,50,52,294,58.8,犬派,抹茶
S0014,遠藤 亮介,男,2-A,2024-12,67,41,26,37,51,222,44.4,猫派,煎茶
S0015,阿部 桃子,女,3-C,2024-12,60,62,53,50,68,293,58.6,猫派,抹茶
S0016,村上 和也,男,3-A,2024-12,47,59,56,72,76,310,62,犬派,抹茶
S0017,森 京助,男,3-B,2024-12,61,77,70,58,58,324,64.8,犬派,抹茶
S0018,佐藤 千代,女,1-B,2024-12,55,58,62,50,45,270,54,猫派,抹茶
S0019,高橋 太郎,男,2-C,2024-12,84,93,79,68,82,406,81.2,猫派,玉露
S0020,森 真綾,女,3-C,2024-12,54,67,70,82,68,341,68.2,犬派,抹茶
S0021,近藤 治,男,2-C,2024-12,38,45,48,74,55,260,52,犬派,抹茶
S0022,斎藤 太郎,男,3-C,2024-12,79,74,66,80,61,360,72,犬派,抹茶
S0023,中川 零,男,3-B,2024-12,61,76,84,82,83,386,77.2,犬派,抹茶
S0024,中島 治,男,1-D,2024-12,100,100,100,100,100,500,100,猫派,玉露
S0025,中川 春香,女,2-B,2024-12,86,73,70,49,59,337,67.4,猫派,抹茶
S0026,中川 幹,女,1-B,2024-12,88,100,95,89,88,460,92,犬派,玉露
S0027,鈴木 翔太,男,2-D,2024-12,54,78,73,66,67,338,67.6,犬派,抹茶
S0028,田中 知実,女,1-B,2024-12,100,97,84,73,66,420,84,犬派,玉露
S0029,山本 直子,女,1-D,2024-12,64,73,74,79,60,350,70,犬派,抹茶
S0030,坂本 千代,女,3-D,2024-12,53,59,58,82,34,286,57.2,犬派,抹茶
S0031,山崎 修平,男,2-B,2024-12,97,77,81,100,80,435,87,犬派,玉露
S0032,山崎 稔,男,3-C,2024-12,62,66,70,71,68,337,67.4,犬派,抹茶
S0033,斎藤 春香,女,3-D,2024-12,40,48,48,34,31,201,40.2,犬派,煎茶
S0034,山口 真綾,女,1-B,2024-12,58,63,55,42,55,273,54.6,猫派,抹茶
S0035,森 加奈,女,1-A,2024-12,48,52,47,44,71,262,52.4,猫派,抹茶
S0036,田中 聡太郎,男,1-B,2024-12,35,39,53,44,38,209,41.8,猫派,煎茶
S0037,井上 美加子,女,3-A,2024-12,70,50,60,57,63,300,60,猫派,抹茶
S0038,太田 香織,女,2-D,2024-12,100,92,100,100,100,492,98.4,猫派,玉露
S0039,井上 加奈,女,3-A,2024-12,66,50,76,81,60,333,66.6,猫派,抹茶
S0040,山口 陽一,男,3-C,2024-12,71,81,70,68,75,365,73,犬派,抹茶
S0041,田中 千代,女,1-C,2024-12,61,52,40,46,58,257,51.4,猫派,抹茶
S0042,中島 結衣,女,1-D,2024-12,72,55,62,64,87,340,68,猫派,抹茶
S0043,山田 裕樹,男,3-C,2024-12,65,63,76,72,54,330,66,犬派,抹茶
S0044,鈴木 淳,男,3-A,2024-12,40,56,64,65,51,276,55.2,犬派,抹茶
S0045,鈴木 あすか,女,3-B,2024-12,84,63,45,82,59,333,66.6,犬派,抹茶
S0046,伊藤 充,男,2-B,2024-12,70,61,76,92,57,356,71.2,犬派,抹茶
S0047,渡辺 裕太,男,3-C,2024-12,72,75,65,65,65,342,68.4,犬派,抹茶
S0048,斉藤 あすか,女,1-A,2024-12,58,38,63,60,55,274,54.8,猫派,抹茶
S0049,山口 春香,女,2-B,2024-12,71,67,71,65,59,333,66.6,猫派,抹茶
S0050,高橋 翼,男,1-A,2024-12,94,100,100,95,100,489,97.8,猫派,玉露
S0051,鈴木 涼平,男,3-D,2024-12,88,100,100,99,100,487,97.4,犬派,玉露
S0052,中村 拓真,男,3-B,2024-12,80,64,71,59,67,341,68.2,猫派,抹茶
S0053,佐藤 裕樹,男,3-D,2024-12,50,77,67,71,56,321,64.2,犬派,抹茶
S0054,三浦 和也,男,2-D,2024-12,92,89,98,84,100,463,92.6,猫派,玉露
S0055,林 健一,男,3-B,2024-12,60,50,48,55,58,271,54.2,猫派,抹茶
S0056,鈴木 裕美子,女,2-C,2024-12,71,84,75,73,84,387,77.4,犬派,抹茶
S0057,小林 知実,女,3-D,2024-12,80,66,48,60,55,309,61.8,犬派,抹茶
S0058,佐藤 裕樹,男,1-B,2024-12,55,56,38,52,54,255,51,犬派,抹茶
S0059,井上 太一,男,2-A,2024-12,79,72,81,58,71,361,72.2,猫派,抹茶
S0060,太田 拓真,男,3-B,2024-12,61,62,57,73,68,321,64.2,犬派,抹茶
S0061,伊藤 零,男,1-A,2024-12,62,54,43,52,48,259,51.8,犬派,抹茶
S0062,伊藤 翔太,男,1-A,2024-12,49,62,60,47,42,260,52,犬派,抹茶
S0063,山田 花子,女,1-B,2024-12,81,77,97,74,88,417,83.4,猫派,玉露
S0064,中村 七夏,女,3-D,2024-12,73,55,83,80,74,365,73,猫派,抹茶
S0065,橋本 智也,男,3-B,2024-12,89,72,75,84,68,388,77.6,犬派,抹茶
S0066,佐藤 舞,女,1-D,2024-12,84,88,77,93,85,427,85.4,犬派,玉露
S0067,伊藤 くみ子,女,1-A,2024-12,79,78,72,67,59,355,71,犬派,抹茶
S0068,中村 学,男,3-D,2024-12,62,69,65,65,81,342,68.4,猫派,抹茶
S0069,山崎 桃子,女,2-D,2024-12,79,90,79,93,100,441,88.2,犬派,玉露
S0070,中川 春香,女,3-A,2024-12,72,80,63,69,81,365,73,犬派,抹茶
S0071,斎藤 康弘,男,1-D,2024-12,45,43,63,45,61,257,51.4,猫派,抹茶
S0072,田中 真綾,女,1-B,2024-12,83,82,97,90,66,418,83.6,犬派,玉露
S0073,藤井 陽一,男,1-D,2024-12,98,89,88,99,92,466,93.2,犬派,玉露
S0074,中村 裕樹,男,2-B,2024-12,72,62,67,68,63,332,66.4,猫派,抹茶
S0075,山本 香織,女,2-B,2024-12,78,90,66,83,88,405,81,犬派,玉露
S0076,田中 裕太,男,2-A,2024-12,79,81,99,82,83,424,84.8,猫派,玉露
S0077,高橋 翼,男,3-A,2024-12,70,38,54,52,78,292,58.4,猫派,抹茶
S0078,池田 康弘,男,1-B,2024-12,71,71,59,87,69,357,71.4,犬派,抹茶
S0079,長谷川 陽子,女,2-D,2024-12,72,78,69,76,89,384,76.8,犬派,抹茶
S0080,小林 英樹,男,2-A,2024-12,75,72,87,63,70,367,73.4,猫派,抹茶
S0081,橋本 太一,男,2-A,2024-12,62,74,73,73,74,356,71.2,犬派,抹茶
S0082,伊藤 くみ子,女,2-D,2024-12,43,61,50,59,52,265,53,犬派,抹茶
S0083,清水 陽子,女,2-D,2024-12,51,54,58,43,48,254,50.8,猫派,抹茶
S0084,青木 淳,男,1-C,2024-12,85,57,60,88,58,348,69.6,犬派,抹茶
S0085,渡辺 京助,男,1-A,2024-12,97,91,73,74,83,418,83.6,猫派,玉露
S0086,加藤 あすか,女,1-A,2024-12,100,99,80,97,94,470,94,犬派,玉露
S0087,田中 陽子,女,3-B,2024-12,53,72,55,45,72,297,59.4,猫派,抹茶
S0088,渡辺 淳,男,3-A,2024-12,90,94,100,100,99,483,96.6,犬派,玉露
S0089,山本 涼平,男,1-A,2024-12,72,47,54,65,43,281,56.2,猫派,抹茶
S0090,松本 智也,男,2-A,2024-12,87,92,71,71,82,403,80.6,犬派,玉露
S0091,高橋 浩,男,3-A,2024-12,57,63,64,41,49,274,54.8,猫派,抹茶
S0092,山田 聡太郎,男,2-C,2024-12,25,31,40,41,20,157,31.4,犬派,煎茶
S0093,林 裕美子,女,1-C,2024-12,40,54,49,68,54,265,53,犬派,抹茶
S0094,清水 陽一,男,2-D,2024-12,58,54,74,57,65,308,61.6,猫派,抹茶
S0095,近藤 裕太,男,3-C,2024-12,75,63,77,88,64,367,73.4,犬派,抹茶
S0096,橋本 陽子,女,2-A,2024-12,82,87,80,76,75,400,80,犬派,玉露
S0097,池田 直人,男,2-A,2024-12,42,34,52,56,53,237,47.4,猫派,煎茶
S0098,木村 治,男,3-B,2024-12,81,60,74,76,69,360,72,猫派,抹茶
S0099,橋本 陽子,女,1-C,2024-12,27,33,39,38,57,194,38.8,猫派,煎茶
S0100,後藤 京助,男,1-C,2024-12,83,85,96,97,87,448,89.6,犬派,玉露
S0101,加藤 陽子,女,1-D,2024-12,87,95,100,100,94,476,95.2,犬派,玉露
S0102,岡田 花子,女,3-A,2024-12,73,88,79,70,54,364,72.8,犬派,抹茶
S0103,阿部 直子,女,3-A,2024-12,59,57,70,56,67,309,61.8,猫派,抹茶
S0104,近藤 聡太郎,男,2-A,2024-12,42,54,68,46,56,266,53.2,猫派,抹茶
S0105,山口 健一,男,3-B,2024-12,99,97,86,100,76,458,91.6,犬派,玉露
S0106,山下 知実,女,2-B,2024-12,69,54,38,36,36,233,46.6,猫派,煎茶
S0107,小林 あすか,女,1-C,2024-12,99,95,100,100,97,491,98.2,猫派,玉露
S0108,吉田 くみ子,女,2-A,2024-12,91,91,83,76,75,416,83.2,犬派,玉露
S0109,橋本 零,男,3-D,2024-12,71,76,67,84,58,356,71.2,犬派,抹茶
S0110,伊藤 花子,女,1-A,2024-12,67,73,67,72,65,344,68.8,犬派,抹茶
S0111,山下 舞,女,1-C,2024-12,64,41,61,63,62,291,58.2,猫派,抹茶
S0112,高橋 零,男,3-D,2024-12,58,54,57,57,72,298,59.6,猫派,抹茶
S0113,伊藤 結衣,女,3-A,2024-12,46,49,45,46,61,247,49.4,猫派,煎茶
S0114,西村 裕樹,男,1-B,2024-12,84,73,85,80,79,401,80.2,猫派,玉露
S0115,山田 翔太,男,2-B,2024-12,66,85,70,81,45,347,69.4,犬派,抹茶
S0116,前田 直子,女,1-A,2024-12,79,74,76,67,83,379,75.8,猫派,抹茶
S0117,加藤 あすか,女,2-A,2024-12,44,47,40,46,26,203,40.6,犬派,煎茶
S0118,中島 結衣,女,1-B,2024-12,63,52,46,60,64,285,57,猫派,抹茶
S0119,佐藤 修平,男,2-D,2024-12,78,100,85,100,100,463,92.6,犬派,玉露
S0120,佐々木 学,男,1-B,2024-12,98,96,85,77,85,441,88.2,猫派,玉露
S0121,橋本 翼,男,2-A,2024-12,91,100,83,98,92,464,92.8,犬派,玉露
S0122,加藤 零,男,3-C,2024-12,87,88,100,68,87,430,86,猫派,玉露
S0123,吉田 舞,女,3-B,2024-12,44,40,51,49,42,226,45.2,猫派,煎茶
S0124,斎藤 あすか,女,1-A,2024-12,56,68,45,40,37,246,49.2,犬派,煎茶
S0125,吉田 明美,女,1-D,2024-12,46,32,43,51,25,197,39.4,犬派,煎茶
S0126,松本 太一,男,1-D,2024-12,99,100,99,100,87,485,97,犬派,玉露
S0127,中村 結衣,女,2-B,2024-12,79,88,83,65,67,382,76.4,犬派,抹茶
S0128,斎藤 直樹,男,1-B,2024-12,98,100,91,88,96,473,94.6,猫派,玉露
S0129,松田 幹,女,2-C,2024-12,95,83,88,80,96,442,88.4,猫派,玉露
S0130,藤井 充,男,2-C,2024-12,84,95,82,100,88,449,89.8,犬派,玉露
S0131,池田 幹,女,3-C,2024-12,37,68,59,60,66,290,58,犬派,抹茶
S0132,藤田 康弘,男,1-C,2024-12,49,64,70,63,74,320,64,猫派,抹茶
S0133,井上 智也,男,3-C,2024-12,83,86,76,66,78,389,77.8,猫派,抹茶
S0134,森 直樹,男,1-D,2024-12,72,66,73,94,85,390,78,犬派,抹茶
S0135,田中 美加子,女,3-C,2024-12,58,70,69,72,93,362,72.4,猫派,抹茶
S0136,吉田 美加子,女,3-A,2024-12,70,63,71,72,85,361,72.2,猫派,抹茶
S0137,後藤 直子,女,3-B,2024-12,50,66,54,66,52,288,57.6,犬派,抹茶
S0138,山田 美加子,女,1-D,2024-12,57,67,61,50,49,284,56.8,犬派,抹茶
S0139,佐々木 裕樹,男,3-B,2024-12,51,61,67,53,73,305,61,猫派,抹茶
S0140,山崎 知実,女,2-A,2024-12,100,97,94,93,94,478,95.6,猫派,玉露
S0141,松田 陽子,女,3-C,2024-12,60,62,67,45,63,297,59.4,猫派,抹茶
S0142,岡田 稔,男,3-C,2024-12,79,84,67,86,71,387,77.4,犬派,抹茶
S0143,山本 幹,女,3-D,2024-12,61,55,60,65,61,302,60.4,猫派,抹茶
S0144,遠藤 直子,女,2-C,2024-12,53,70,49,68,90,330,66,犬派,抹茶
S0145,坂本 亮介,男,1-D,2024-12,69,78,82,89,92,410,82,犬派,玉露
S0146,藤井 加奈,女,3-B,2024-12,84,96,76,98,99,453,90.6,犬派,玉露
S0147,佐藤 舞,女,2-A,2024-12,76,61,57,60,74,328,65.6,猫派,抹茶
S0148,石川 舞,女,2-B,2024-12,81,82,90,100,85,438,87.6,犬派,玉露
S0149,山田 あすか,女,3-C,2024-12,82,79,71,81,92,405,81,猫派,玉露
S0150,長谷川 陽子,女,2-D,2024-12,57,48,52,41,80,278,55.6,猫派,抹茶
S0151,松本 洋介,男,3-D,2024-12,71,87,73,79,90,400,80,犬派,玉露
S0152,渡辺 直樹,男,3-A,2024-12,80,92,100,81,89,442,88.4,猫派,玉露
S0153,鈴木 香織,女,3-C,2024-12,70,73,77,66,55,341,68.2,犬派,抹茶
S0154,加藤 康弘,男,1-C,2024-12,54,57,71,50,59,291,58.2,猫派,抹茶
S0155,田中 太郎,男,1-B,2024-12,90,75,74,99,87,425,85,犬派,玉露
S0156,藤田 修平,男,1-B,2024-12,57,68,48,48,60,281,56.2,犬派,抹茶
S0157,石川 舞,女,3-A,2024-12,42,45,23,50,55,215,43,犬派,煎茶
S0158,佐藤 直子,女,2-B,2024-12,100,88,94,100,100,482,96.4,猫派,玉露
S0159,斉藤 花子,女,2-D,2024-12,79,83,85,94,81,422,84.4,犬派,玉露
S0160,田中 康弘,男,1-A,2024-12,79,66,79,90,79,393,78.6,猫派,抹茶
S0161,斎藤 涼平,男,2-B,2024-12,79,68,51,62,67,327,65.4,猫派,抹茶
S0162,伊藤 健一,男,3-D,2024-12,78,71,71,73,81,374,74.8,猫派,抹茶
S0163,佐々木 英樹,男,3-B,2024-12,59,62,54,64,63,302,60.4,犬派,抹茶
S0164,渡辺 直人,男,2-B,2024-12,39,53,53,45,51,241,48.2,犬派,煎茶
S0165,橋本 美加子,女,3-C,2024-12,73,69,74,86,77,379,75.8,犬派,抹茶
S0166,伊藤 千代,女,3-D,2024-12,80,67,71,62,72,352,70.4,猫派,抹茶
S0167,高橋 直子,女,1-D,2024-12,87,70,85,51,69,362,72.4,猫派,抹茶
S0168,加藤 桃子,女,2-B,2024-12,53,59,49,63,42,266,53.2,犬派,抹茶
S0169,西村 舞,女,3-D,2024-12,56,60,50,67,54,287,57.4,犬派,抹茶
S0170,岡本 治,男,2-D,2024-12,71,62,73,91,77,374,74.8,犬派,抹茶
S0171,吉田 英樹,男,3-C,2024-12,55,69,52,67,59,302,60.4,犬派,抹茶
S0172,小林 晃,男,2-C,2024-12,72,56,66,50,64,308,61.6,猫派,抹茶
S0173,斎藤 明美,女,3-A,2024-12,85,88,84,73,59,389,77.8,犬派,抹茶
S0174,中村 篤司,男,1-B,2024-12,79,70,100,84,89,422,84.4,猫派,玉露
S0175,高橋 明美,女,3-B,2024-12,73,69,67,95,58,362,72.4,犬派,抹茶
S0176,高橋 淳,男,1-D,2024-12,54,68,59,58,69,308,61.6,犬派,抹茶
S0177,小林 さゆり,女,2-D,2024-12,90,83,99,100,96,468,93.6,猫派,玉露
S0178,橋本 陽子,女,1-B,2024-12,74,100,85,74,71,404,80.8,犬派,玉露
S0179,長谷川 美加子,女,2-A,2024-12,80,60,74,81,77,372,74.4,猫派,抹茶
S0180,山田 桃子,女,2-A,2024-12,94,48,81,55,78,356,71.2,猫派,抹茶
S0181,山下 舞,女,2-D,2024-12,88,80,97,90,91,446,89.2,猫派,玉露
S0182,井上 加奈,女,3-B,2024-12,87,95,100,100,92,474,94.8,犬派,玉露
S0183,鈴木 陽子,女,1-C,2024-12,63,62,70,63,70,328,65.6,猫派,抹茶
S0184,高橋 七夏,女,2-A,2024-12,53,52,60,77,61,303,60.6,犬派,抹茶
S0185,中村 千代,女,2-D,2024-12,65,58,56,54,53,286,57.2,猫派,抹茶
S0186,長谷川 洋介,男,2-B,2024-12,39,59,49,54,44,245,49,犬派,煎茶
S0187,岡本 直樹,男,2-A,2024-12,71,65,94,80,75,385,77,猫派,抹茶
S0188,斉藤 稔,男,3-D,2024-12,63,72,51,49,68,303,60.6,猫派,抹茶
S0189,佐藤 学,男,2-B,2024-12,24,52,45,45,32,198,39.6,犬派,煎茶
S0190,小林 零,男,2-D,2024-12,100,77,89,86,90,442,88.4,猫派,玉露
S0191,福田 七夏,女,1-D,2024-12,82,96,69,80,82,409,81.8,犬派,玉露
S0192,前田 あすか,女,2-D,2024-12,62,63,64,70,69,328,65.6,犬派,抹茶
S0193,近藤 花子,女,2-C,2024-12,48,41,55,60,55,259,51.8,猫派,抹茶
S0194,佐々木 陽一,男,2-A,2024-12,100,100,90,98,100,488,97.6,犬派,玉露
S0195,小林 洋介,男,2-B,2024-12,65,65,56,78,64,328,65.6,犬派,抹茶
S0196,斉藤 裕樹,男,3-A,2024-12,87,82,84,90,91,434,86.8,猫派,玉露
S0197,高橋 太郎,男,1-B,2024-12,43,41,39,41,33,197,39.4,犬派,煎茶
S0198,坂本 直人,男,3-B,2024-12,27,15,17,44,28,131,26.2,犬派,煎茶
S0199,山口 学,男,1-D,2024-12,74,87,74,68,88,391,78.2,猫派,抹茶
S0200,後藤 裕太,男,3-B,2024-12,66,67,50,71,76,330,66,犬派,抹茶
S0201,中島 明美,女,3-C,2024-12,53,66,36,59,40,254,50.8,犬派,抹茶
S0202,石井 桃子,女,1-A,2024-12,63,53,56,64,78,314,62.8,猫派,抹茶
S0203,佐藤 直樹,男,2-A,2024-12,60,81,77,70,72,360,72,犬派,抹茶
S0204,渡辺 零,男,2-D,2024-12,61,70,66,69,80,346,69.2,犬派,抹茶
S0205,山田 真綾,女,3-B,2024-12,77,48,68,69,54,316,63.2,猫派,抹茶
S0206,高橋 康弘,男,3-B,2024-12,59,62,63,39,53,276,55.2,猫派,抹茶
S0207,岡本 晃,男,3-C,2024-12,46,42,40,78,36,242,48.4,犬派,煎茶
S0208,松田 直樹,男,3-A,2024-12,74,73,75,73,66,361,72.2,犬派,抹茶
S0209,木村 結衣,女,3-D,2024-12,63,62,56,78,81,340,68,犬派,抹茶
S0210,木村 知実,女,1-C,2024-12,60,77,72,70,63,342,68.4,犬派,抹茶
S0211,前田 裕太,男,2-D,2024-12,55,62,64,50,73,304,60.8,猫派,抹茶
S0212,佐藤 亮介,男,2-C,2024-12,99,100,97,93,91,480,96,犬派,玉露
S0213,前田 真綾,女,3-B,2024-12,65,54,64,53,57,293,58.6,猫派,抹茶
S0214,佐藤 陽子,女,1-C,2024-12,100,80,97,82,81,440,88,猫派,玉露
S0215,加藤 加奈,女,2-D,2024-12,79,73,84,84,87,407,81.4,猫派,玉露
S0216,高橋 香織,女,2-B,2024-12,47,63,47,41,50,248,49.6,犬派,煎茶
S0217,山口 淳,男,2-D,2024-12,71,70,73,67,54,335,67,犬派,抹茶
S0218,加藤 康弘,男,2-D,2024-12,100,90,100,86,100,476,95.2,猫派,玉露
S0219,山口 知実,女,1-D,2024-12,91,86,79,91,75,422,84.4,犬派,玉露
S0220,小林 七夏,女,1-D,2024-12,67,76,89,82,83,397,79.4,猫派,抹茶
S0221,藤井 直人,男,2-C,2024-12,86,77,68,75,87,393,78.6,猫派,抹茶
S0222,渡辺 知実,女,2-C,2024-12,41,44,23,48,35,191,38.2,犬派,煎茶
S0223,藤田 篤司,男,3-B,2024-12,28,44,46,45,55,218,43.6,犬派,煎茶
S0224,伊藤 篤司,男,1-D,2024-12,65,67,81,59,72,344,68.8,猫派,抹茶
S0225,鈴木 知実,女,3-B,2024-12,83,74,63,74,80,374,74.8,猫派,抹茶
S0226,中村 真綾,女,3-D,2024-12,83,59,70,72,79,363,72.6,猫派,抹茶
S0227,村上 春香,女,1-A,2024-12,83,79,85,72,78,397,79.4,猫派,抹茶
S0228,鈴木 陽子,女,1-D,2024-12,82,71,70,70,71,364,72.8,猫派,抹茶
S0229,高橋 修平,男,2-C,2024-12,84,85,62,75,75,381,76.2,犬派,抹茶
S0230,森 さゆり,女,3-C,2024-12,63,65,76,69,74,347,69.4,猫派,抹茶
S0231,清水 結衣,女,3-C,2024-12,49,41,57,51,57,255,51,猫派,抹茶
S0232,鈴木 花子,女,3-D,2024-12,66,82,59,69,57,333,66.6,犬派,抹茶
S0233,太田 千代,女,2-C,2024-12,72,70,74,77,74,367,73.4,犬派,抹茶
S0234,高橋 学,男,1-B,2024-12,85,76,91,79,90,421,84.2,猫派,玉露
S0235,高橋 結衣,女,1-B,2024-12,47,44,55,45,51,242,48.4,猫派,煎茶
S0236,山崎 淳,男,1-D,2024-12,78,72,70,68,60,348,69.6,犬派,抹茶
S0237,吉田 春香,女,3-C,2024-12,59,42,56,57,42,256,51.2,猫派,抹茶
S0238,渡辺 治,男,1-C,2024-12,69,89,69,77,73,377,75.4,犬派,抹茶
S0239,田中 零,男,2-B,2024-12,82,59,72,76,64,353,70.6,猫派,抹茶
S0240,中村 裕美子,女,1-B,2024-12,70,67,60,61,66,324,64.8,猫派,抹茶
S0241,佐藤 くみ子,女,1-A,2024-12,76,77,73,67,72,365,73,猫派,抹茶
S0242,山口 真綾,女,3-B,2024-12,27,57,54,69,64,271,54.2,犬派,抹茶
S0243,田中 真綾,女,1-A,2024-12,67,87,78,73,69,374,74.8,犬派,抹茶
S0244,田中 春香,女,2-D,2024-12,57,49,60,58,67,291,58.2,猫派,抹茶
S0245,佐藤 あすか,女,2-B,2024-12,49,64,56,61,58,288,57.6,犬派,抹茶
S0246,井上 亮介,男,2-D,2024-12,97,100,98,99,96,490,98,犬派,玉露
S0247,遠藤 裕樹,男,1-D,2024-12,52,63,58,72,57,302,60.4,犬派,抹茶
S0248,伊藤 加奈,女,1-A,2024-12,66,71,67,79,91,374,74.8,犬派,抹茶
S0249,渡辺 修平,男,1-C,2024-12,86,62,96,94,97,435,87,猫派,玉露
S0250,山口 裕太,男,1-A,2024-12,72,72,71,82,74,371,74.2,犬派,抹茶
S0251,松田 知実,女,3-B,2024-12,77,79,85,78,73,392,78.4,犬派,抹茶
S0252,小林 裕美子,女,2-D,2024-12,52,33,38,39,22,184,36.8,猫派,煎茶
S0253,三浦 花子,女,3-D,2024-12,88,83,70,84,56,381,76.2,犬派,抹茶
S0254,山田 くみ子,女,3-A,2024-12,75,92,82,70,84,403,80.6,犬派,玉露
S0255,林 陽一,男,1-B,2024-12,72,61,58,76,69,336,67.2,犬派,抹茶
S0256,長谷川 里佳,女,3-A,2024-12,84,85,94,80,68,411,82.2,犬派,玉露
S0257,山本 洋介,男,1-B,2024-12,55,60,72,56,75,318,63.6,猫派,抹茶
S0258,山下 涼平,男,1-A,2024-12,100,100,91,100,90,481,96.2,犬派,玉露
S0259,山口 くみ子,女,2-D,2024-12,77,94,99,97,83,450,90,犬派,玉露
S0260,小林 加奈,女,1-B,2024-12,81,60,61,81,65,348,69.6,犬派,抹茶
S0261,木村 加奈,女,3-C,2024-12,87,62,61,70,69,349,69.8,猫派,抹茶
S0262,山田 千代,女,1-B,2024-12,66,58,58,58,47,287,57.4,犬派,抹茶
S0263,小川 花子,女,3-B,2024-12,41,69,57,67,53,287,57.4,犬派,抹茶
S0264,伊藤 裕美子,女,1-B,2024-12,71,96,86,73,58,384,76.8,犬派,抹茶
